ensembl_gene_id	entrezgene_id	athaliana_eg_homolog_ensembl_gene	athaliana_eg_homolog_orthology_type
AUR62009457	110705748	AT3G30390	ortholog_one2many
AUR62009457	110705748	AT5G38820	ortholog_one2many
AUR62028316	110721835	AT5G58410	ortholog_one2many
AUR62026392	110713659	AT4G35730	ortholog_one2many
AUR62043356	110702238	AT5G11480	ortholog_one2many
AUR62043356	110687023	AT5G11480	ortholog_one2many
AUR62024277	110712580	AT3G26570	ortholog_one2many
AUR62014410	110724702	AT1G19890	ortholog_one2many
AUR62004355	110714334	AT4G00467	ortholog_one2many
AUR62019455	110737945	AT1G53163	ortholog_one2many
AUR62019455	110737945	AT3G15250	ortholog_one2many
AUR62019455	110687012	AT1G53163	ortholog_one2many
AUR62019455	110687012	AT3G15250	ortholog_one2many
AUR62004436	110725195	AT2G46260	ortholog_many2many
AUR62004436	110725195	AT3G61600	ortholog_many2many
AUR62004436	110714216	AT2G46260	ortholog_many2many
AUR62004436	110714216	AT3G61600	ortholog_many2many
AUR62031327	110716736	AT1G16860	ortholog_many2many
AUR62031327	110716736	AT1G78880	ortholog_many2many
AUR62033902	110686437	AT1G19990	ortholog_one2many
AUR62026022	110707264	AT3G57530	ortholog_one2many
AUR62026022	110707264	AT2G41860	ortholog_one2many
AUR62017551	110701923	AT2G04780	ortholog_one2one
AUR62021861	110731255	AT2G38100	ortholog_one2many
AUR62020057	110683378	AT5G59020	ortholog_many2many
AUR62020057	110683378	AT2G29510	ortholog_many2many
AUR62003528	110681941	AT2G02180	ortholog_one2many
AUR62003528	110681941	AT1G14530	ortholog_one2many
AUR62021217	110729689	AT5G62040	ortholog_one2one
AUR62018244	110735166	AT5G40700	ortholog_many2many
AUR62018244	110735166	AT3G01710	ortholog_many2many
AUR62018244	110735166	AT3G27350	ortholog_many2many
AUR62033802	110694772	AT1G18390	ortholog_one2many
AUR62005423	110709155	AT1G23360	ortholog_one2many
AUR62022323	110696468	AT3G55490	ortholog_many2many
AUR62022323	110696468	AT1G19080	ortholog_many2many
AUR62031248	110716719	AT4G29490	ortholog_one2many
AUR62035759	110688742	AT1G09970	ortholog_one2many
AUR62023966	110699635	AT2G27860	ortholog_many2many
AUR62023966	110699635	AT1G08200	ortholog_many2many
AUR62003196	110722922	AT3G28270	ortholog_many2many
AUR62003196	110722922	AT3G28300	ortholog_many2many
AUR62003196	110722922	AT5G66670	ortholog_many2many
AUR62003196	110722922	AT5G66675	ortholog_many2many
AUR62003196	110722922	AT3G28290	ortholog_many2many
AUR62003196	110722922	AT2G18630	ortholog_many2many
AUR62003196	110722922	AT5G66660	ortholog_many2many
AUR62003196	110722922	AT3G48640	ortholog_many2many
AUR62003196	110722922	AT3G28320	ortholog_many2many
AUR62013067	110739573	AT3G16620	ortholog_one2many
AUR62013067	110739573	AT2G16640	ortholog_one2many
AUR62003079	110721671	AT1G26340	ortholog_one2many
AUR62024639	110733029	AT4G02010	ortholog_one2many
AUR62008440	110700621	AT1G26550	ortholog_one2many
AUR62037147	110740305	AT5G42570	ortholog_one2many
AUR62040273	110717097	AT2G23093	ortholog_one2many
AUR62029467	110724768	AT4G36070	ortholog_many2many
AUR62029467	110724768	AT2G17890	ortholog_many2many
AUR62029467	110694698	AT4G36070	ortholog_many2many
AUR62029467	110694698	AT2G17890	ortholog_many2many
AUR62023818	110738595	AT2G43540	ortholog_one2many
AUR62012953	110738613	AT5G22800	ortholog_one2one
AUR62025364	110715726	AT4G30825	ortholog_one2many
AUR62036022	110700126	AT3G63170	ortholog_one2one
AUR62043173	110726049	AT5G42310	ortholog_one2many
AUR62000604	110735870	AT4G15093	ortholog_one2many
AUR62037426	110695511	AT1G27770	ortholog_one2many
AUR62001831	110688472	AT2G39590	ortholog_one2many
AUR62001831	110684107	AT2G39590	ortholog_one2many
AUR62036058	110700212	AT4G35210	ortholog_many2many
AUR62036058	110700212	AT4G35200	ortholog_many2many
AUR62036058	110700212	AT2G17080	ortholog_many2many
AUR62036058	110700212	AT2G17070	ortholog_many2many
AUR62040890	110739403	AT3G12915	ortholog_one2many
AUR62040890	110739403	AT1G56070	ortholog_one2many
AUR62018450	110711496	AT5G05080	ortholog_one2many
AUR62003371	110724822	AT1G47830	ortholog_one2many
AUR62003371	110694692	AT1G47830	ortholog_one2many
AUR62035071	110692728	AT5G49230	ortholog_one2many
AUR62035071	110692728	AT3G06760	ortholog_one2many
AUR62002534	110717523	AT1G48320	ortholog_one2many
AUR62013385	110725672	AT1G22882	ortholog_many2many
AUR62013385	110725672	AT1G71360	ortholog_many2many
AUR62016711	110705056	AT3G18830	ortholog_one2many
AUR62026997	110739967	AT1G80850	ortholog_one2many
AUR62026997	110739967	AT1G15970	ortholog_one2many
AUR62002017	110717664	AT5G63480	ortholog_one2many
AUR62005826	110712936	AT1G14140	ortholog_one2many
AUR62023772	110738707	AT5G10460	ortholog_one2many
AUR62008303	110700479	AT3G04230	ortholog_many2many
AUR62008303	110700479	AT2G09990	ortholog_many2many
AUR62008303	110700479	AT5G18380	ortholog_many2many
AUR62008303	110686731	AT3G04230	ortholog_many2many
AUR62008303	110686731	AT2G09990	ortholog_many2many
AUR62008303	110686731	AT5G18380	ortholog_many2many
AUR62001375	110687997	AT1G50400	ortholog_many2many
AUR62001375	110687997	AT3G20000	ortholog_many2many
AUR62029500	110694736	AT5G66120	ortholog_one2many
AUR62038689	110730687	AT5G39790	ortholog_one2many
AUR62021051	110729514	AT5G53310	ortholog_one2many
AUR62008017	110686213	AT5G66680	ortholog_one2many
AUR62009606	110735366	AT2G28740	ortholog_one2many
AUR62009606	110735128	AT2G28740	ortholog_one2many
AUR62009606	110735129	AT2G28740	ortholog_one2many
AUR62009606	110733806	AT2G28740	ortholog_one2many
AUR62009606	110732262	AT2G28740	ortholog_one2many
AUR62009606	110732263	AT2G28740	ortholog_one2many
AUR62009606	110730690	AT2G28740	ortholog_one2many
AUR62009606	110730691	AT2G28740	ortholog_one2many
AUR62009606	110722730	AT2G28740	ortholog_one2many
AUR62009606	110722731	AT2G28740	ortholog_one2many
AUR62009606	110707432	AT2G28740	ortholog_one2many
AUR62009606	110704809	AT2G28740	ortholog_one2many
AUR62009606	110689182	AT2G28740	ortholog_one2many
AUR62009606	110688458	AT2G28740	ortholog_one2many
AUR62009606	110684094	AT2G28740	ortholog_one2many
AUR62009606	110681639	AT2G28740	ortholog_one2many
AUR62033861	110686397	AT1G74970	ortholog_one2many
AUR62036459	110735512	AT5G55760	ortholog_one2many
AUR62042095	110683250	AT2G40690	ortholog_one2many
AUR62000584	110736034	AT5G22260	ortholog_one2many
AUR62017370	110702576	AT4G12060	ortholog_one2one
AUR62011495	110698623	AT1G15690	ortholog_one2many
AUR62018628	110730104	AT1G32160	ortholog_one2many
AUR62035802	110728808	AT1G09230	ortholog_one2many
AUR62016490	110703131	AT2G25240	ortholog_many2many
AUR62016490	110703131	AT2G35580	ortholog_many2many
AUR62016490	110703131	AT3G45220	ortholog_many2many
AUR62016490	110703131	AT2G26390	ortholog_many2many
AUR62009602	110683951	AT1G07645	ortholog_one2many
AUR62021235	110729710	AT5G52100	ortholog_one2one
AUR62007386	110732651	AT4G19130	ortholog_many2many
AUR62007386	110732651	AT5G45400	ortholog_many2many
AUR62003748	110682166	AT2G17550	ortholog_one2many
AUR62035776	110728790	AT2G39390	ortholog_many2many
AUR62035776	110728790	AT3G55170	ortholog_many2many
AUR62035776	110728787	AT2G39390	ortholog_many2many
AUR62035776	110728787	AT3G55170	ortholog_many2many
AUR62035776	110728784	AT2G39390	ortholog_many2many
AUR62035776	110728784	AT3G55170	ortholog_many2many
AUR62035776	110690317	AT2G39390	ortholog_many2many
AUR62035776	110690317	AT3G55170	ortholog_many2many
AUR62009879	110684364	AT1G17460	ortholog_many2many
AUR62009879	110684364	AT1G72650	ortholog_many2many
AUR62023728	110738669	AT1G21680	ortholog_many2many
AUR62023728	110738669	AT1G21670	ortholog_many2many
AUR62030628	110704473	AT2G40510	ortholog_one2many
AUR62030628	110704473	AT3G56340	ortholog_one2many
AUR62030628	110704473	AT2G40590	ortholog_one2many
AUR62035580	110738861	AT4G27750	ortholog_one2many
AUR62040843	110712843	AT5G51970	ortholog_one2many
AUR62031949	110729893	AT5G24770	ortholog_many2many
AUR62031949	110729893	AT5G24780	ortholog_many2many
AUR62041394	110738046	AT3G17000	ortholog_one2one
AUR62033849	110686383	AT1G75130	ortholog_one2many
AUR62018127	110735052	AT1G69370	ortholog_one2many
AUR62018127	110735052	AT3G29200	ortholog_one2many
AUR62018127	110689006	AT1G69370	ortholog_one2many
AUR62018127	110689006	AT3G29200	ortholog_one2many
AUR62027525	110689811	AT2G34470	ortholog_one2many
AUR62027730	110706555	AT1G78090	ortholog_many2many
AUR62027730	110706555	AT1G22210	ortholog_many2many
AUR62029486	110724577	AT2G17820	ortholog_one2many
AUR62029486	110694724	AT2G17820	ortholog_one2many
AUR62009067	110710178	AT2G44120	ortholog_many2many
AUR62009067	110710178	AT3G13580	ortholog_many2many
AUR62009067	110710178	AT2G01250	ortholog_many2many
AUR62009067	110705362	AT2G44120	ortholog_many2many
AUR62009067	110705362	AT3G13580	ortholog_many2many
AUR62009067	110705362	AT2G01250	ortholog_many2many
AUR62004308	110714648	AT4G00550	ortholog_one2many
AUR62027070	110740033	AT4G21860	ortholog_one2many
AUR62027070	110740033	AT4G21840	ortholog_one2many
AUR62027070	110740033	AT4G04830	ortholog_one2many
AUR62027070	110740033	AT4G04840	ortholog_one2many
AUR62027070	110740033	AT4G21830	ortholog_one2many
AUR62027070	110740033	AT4G04800	ortholog_one2many
AUR62027070	110740033	AT4G21850	ortholog_one2many
AUR62027070	110740033	AT4G04810	ortholog_one2many
AUR62007001	110735881	AT5G44660	ortholog_one2many
AUR62007001	110735881	AT4G20190	ortholog_one2many
AUR62007001	110735881	AT1G30850	ortholog_one2many
AUR62007001	110735881	AT2G34910	ortholog_one2many
AUR62007001	110701417	AT5G44660	ortholog_one2many
AUR62007001	110701417	AT4G20190	ortholog_one2many
AUR62007001	110701417	AT1G30850	ortholog_one2many
AUR62007001	110701417	AT2G34910	ortholog_one2many
AUR62003540	110681954	AT4G30600	ortholog_one2one
AUR62027315	110692802	AT3G45900	ortholog_one2many
AUR62041410	110738063	AT3G16940	ortholog_one2one
AUR62041410	110697210	AT3G16940	ortholog_one2one
AUR62016839	110705187	AT2G21270	ortholog_one2many
AUR62016839	110705187	AT4G38930	ortholog_one2many
AUR62006551	110700981	AT5G12180	ortholog_many2many
AUR62006551	110700981	AT5G19360	ortholog_many2many
AUR62030394	110710573	AT2G41450	ortholog_one2many
AUR62033900	110733409	AT1G20010	ortholog_one2many
AUR62033900	110733409	AT1G75780	ortholog_one2many
AUR62033900	110686434	AT1G20010	ortholog_one2many
AUR62033900	110686434	AT1G75780	ortholog_one2many
AUR62035880	110727319	AT1G04560	ortholog_one2many
AUR62035880	110692594	AT1G04560	ortholog_one2many
AUR62023750	110738685	AT2G42260	ortholog_many2many
AUR62023750	110738685	AT3G57860	ortholog_many2many
AUR62007752	110685976	AT1G68750	ortholog_one2many
AUR62002704	110704800	AT3G52190	ortholog_one2many
AUR62003267	110723608	AT5G10370	ortholog_many2many
AUR62003267	110723608	AT4G01020	ortholog_many2many
AUR62003267	110692689	AT5G10370	ortholog_many2many
AUR62003267	110692689	AT4G01020	ortholog_many2many
AUR62026570	110713076	AT5G57840	ortholog_one2many
AUR62013733	110721525	AT1G75200	ortholog_one2many
AUR62022530	110696661	AT1G75270	ortholog_many2many
AUR62022530	110696661	AT1G19550	ortholog_many2many
AUR62022530	110696661	AT1G19570	ortholog_many2many
AUR62011521	110698651	AT3G15850	ortholog_one2many
AUR62039186	110690300	AT1G17200	ortholog_many2many
AUR62039186	110690300	AT3G14380	ortholog_many2many
AUR62006051	110728276	AT4G27745	ortholog_one2one
AUR62030652	110704500	AT5G24650	ortholog_many2many
AUR62030652	110704500	AT3G49560	ortholog_many2many
AUR62001827	110688468	AT5G59865	ortholog_one2many
AUR62013180	110718673	AT2G17270	ortholog_one2one
AUR62013180	110681907	AT2G17270	ortholog_one2one
AUR62006356	110730916	AT5G01810	ortholog_one2many
AUR62024577	110732970	AT4G01890	ortholog_many2many
AUR62024577	110732970	AT1G02460	ortholog_many2many
AUR62033316	110685341	AT3G57560	ortholog_one2many
AUR62033316	110685313	AT3G57560	ortholog_one2many
AUR62029863	110724256	AT4G26160	ortholog_one2one
AUR62029863	110702888	AT4G26160	ortholog_one2one
AUR62009310	110705604	AT5G25790	ortholog_one2many
AUR62018664	110730135	AT5G46860	ortholog_many2many
AUR62018664	110730135	AT4G17730	ortholog_many2many
AUR62021963	110731345	AT5G09260	ortholog_one2many
AUR62021963	110731345	AT5G63880	ortholog_one2many
AUR62021963	110687358	AT5G09260	ortholog_one2many
AUR62021963	110687358	AT5G63880	ortholog_one2many
AUR62005640	110690597	AT5G08391	ortholog_one2one
AUR62033729	110693992	AT4G03210	ortholog_one2many
AUR62033848	110686382	AT1G45150	ortholog_one2many
AUR62019540	110737759	AT3G15020	ortholog_many2many
AUR62019540	110737759	AT1G53240	ortholog_many2many
AUR62023910	110699582	AT1G51690	ortholog_many2many
AUR62023910	110699582	AT1G17720	ortholog_many2many
AUR62019910	110722759	AT4G24100	ortholog_one2many
AUR62008298	110700474	AT3G48090	ortholog_one2many
AUR62008298	110700474	AT3G48080	ortholog_one2many
AUR62018173	110735090	AT5G15540	ortholog_one2one
AUR62018173	110717321	AT5G15540	ortholog_one2one
AUR62029462	110694693	AT2G17930	ortholog_many2many
AUR62029462	110694693	AT4G36080	ortholog_many2many
AUR62012946	110736912	AT4G35210	ortholog_many2many
AUR62012946	110736912	AT4G35200	ortholog_many2many
AUR62012946	110736912	AT2G17080	ortholog_many2many
AUR62012946	110736912	AT2G17070	ortholog_many2many
AUR62014409	110724699	AT5G10980	ortholog_one2one
AUR62020347	110720894	AT3G63140	ortholog_one2one
AUR62003764	110682182	AT4G39810	ortholog_one2many
AUR62038691	110730689	AT5G37730	ortholog_one2many
AUR62001992	110718318	AT4G39955	ortholog_one2many
AUR62023647	110725350	AT4G08280	ortholog_one2many
AUR62018762	110730228	AT4G18010	ortholog_one2many
AUR62001771	110688406	AT5G59410	ortholog_many2many
AUR62001771	110688406	AT2G29020	ortholog_many2many
AUR62030143	110728512	AT2G34620	ortholog_one2many
AUR62026385	110713620	AT4G35750	ortholog_one2many
AUR62000600	110736695	AT4G15093	ortholog_one2many
AUR62017297	110702506	AT1G12610	ortholog_one2many
AUR62017297	110702506	AT1G63030	ortholog_one2many
AUR62022551	110731521	AT4G20960	ortholog_one2many
AUR62003813	110682568	AT1G22370	ortholog_many2many
AUR62003813	110682568	AT1G78270	ortholog_many2many
AUR62003813	110682568	AT1G22360	ortholog_many2many
AUR62003813	110682568	AT1G22340	ortholog_many2many
AUR62003813	110682568	AT1G22400	ortholog_many2many
AUR62003813	110682568	AT1G22380	ortholog_many2many
AUR62019861	110722714	AT5G42070	ortholog_one2one
AUR62021996	110731379	AT4G04900	ortholog_one2one
AUR62035890	110727334	AT3G24290	ortholog_many2many
AUR62035890	110727334	AT3G24300	ortholog_many2many
AUR62003212	110723109	AT3G50780	ortholog_one2many
AUR62009124	110705423	AT2G26180	ortholog_one2many
AUR62005521	110707153	AT3G48340	ortholog_many2many
AUR62005521	110707153	AT2G22160	ortholog_many2many
AUR62005521	110707153	AT3G48350	ortholog_many2many
AUR62029099	110730816	AT1G55900	ortholog_one2many
AUR62038381	110735403	AT5G13670	ortholog_many2many
AUR62038381	110735403	AT4G24980	ortholog_many2many
AUR62038381	110735403	AT2G39510	ortholog_many2many
AUR62013079	110739672	AT5G38580	ortholog_one2many
AUR62004598	110714606	AT4G09150	ortholog_one2many
AUR62001752	110688382	AT5G59520	ortholog_one2many
AUR62029402	110694634	AT3G01930	ortholog_one2many
AUR62009850	110684344	AT3G13898	ortholog_one2one
AUR62009562	110684049	AT3G53780	ortholog_many2many
AUR62009562	110684049	AT2G29050	ortholog_many2many
AUR62003137	110722314	AT1G69340	ortholog_one2one
AUR62000603	110736697	AT4G15093	ortholog_one2many
AUR62007131	110732384	AT5G47240	ortholog_one2many
AUR62044201	110739582	AT4G36105	ortholog_many2many
AUR62044201	110739582	AT2G17990	ortholog_many2many
AUR62044201	110739582	AT5G66250	ortholog_many2many
AUR62044201	110697019	AT4G36105	ortholog_many2many
AUR62044201	110697019	AT2G17990	ortholog_many2many
AUR62044201	110697019	AT5G66250	ortholog_many2many
AUR62013119	110740036	AT5G17330	ortholog_one2one
AUR62029084	110730800	AT5G48160	ortholog_one2many
AUR62029084	110730800	AT3G07780	ortholog_one2many
AUR62006777	110701204	AT1G56600	ortholog_many2many
AUR62006777	110701204	AT1G09350	ortholog_many2many
AUR62022402	110696548	AT1G71500	ortholog_one2one
AUR62008904	110728114	AT3G07080	ortholog_one2many
AUR62011811	110734302	AT2G47420	ortholog_one2many
AUR62034380	110682812	AT5G60030	ortholog_one2many
AUR62039712	110683171	AT5G17920	ortholog_many2many
AUR62039712	110683171	AT3G03780	ortholog_many2many
AUR62024716	110733123	AT4G28520	ortholog_many2many
AUR62024716	110733123	AT1G03880	ortholog_many2many
AUR62024716	110733123	AT5G44120	ortholog_many2many
AUR62024716	110733123	AT1G03890	ortholog_many2many
AUR62040280	110721070	AT2G18670	ortholog_one2many
AUR62040280	110721070	AT4G30370	ortholog_one2many
AUR62035591	110738871	AT5G53570	ortholog_one2one
AUR62035591	110728127	AT5G53570	ortholog_one2one
AUR62018284	110734932	AT1G20190	ortholog_one2many
AUR62023273	110720364	AT3G43230	ortholog_one2many
AUR62002269	110717708	AT2G43350	ortholog_many2many
AUR62002269	110717708	AT2G31570	ortholog_many2many
AUR62014695	110693507	AT1G61640	ortholog_one2many
AUR62014695	110693507	AT1G11390	ortholog_one2many
AUR62014695	110687211	AT1G61640	ortholog_one2many
AUR62014695	110687211	AT1G11390	ortholog_one2many
AUR62014521	110724814	AT1G06220	ortholog_many2many
AUR62014521	110724814	AT5G25230	ortholog_many2many
AUR62014508	110724803	AT3G47700	ortholog_one2many
AUR62002333	110717823	AT3G59520	ortholog_one2many
AUR62007415	110732682	AT3G48960	ortholog_many2many
AUR62007415	110732682	AT5G23900	ortholog_many2many
AUR62007415	110732682	AT3G49010	ortholog_many2many
AUR62019916	110732302	AT4G24130	ortholog_one2many
AUR62019916	110722767	AT4G24130	ortholog_one2many
AUR62022442	110696580	AT2G26560	ortholog_one2many
AUR62033498	110729319	AT3G02660	ortholog_one2one
AUR62030215	110728581	AT3G14595	ortholog_many2many
AUR62030215	110728581	AT2G34480	ortholog_many2many
AUR62030215	110728581	AT1G29965	ortholog_many2many
AUR62030215	110728581	AT1G29970	ortholog_many2many
AUR62030215	110728581	AT3G14600	ortholog_many2many
AUR62029781	110690722	AT2G38570	ortholog_one2one
AUR62033317	110685342	AT3G18420	ortholog_one2many
AUR62033317	110685314	AT3G18420	ortholog_one2many
AUR62025596	110726681	AT1G11680	ortholog_one2many
AUR62039920	110704591	AT1G62760	ortholog_one2many
AUR62016397	110703293	AT4G22340	ortholog_many2many
AUR62016397	110703293	AT1G62430	ortholog_many2many
AUR62004528	110714000	AT2G46610	ortholog_many2many
AUR62004528	110714000	AT3G61860	ortholog_many2many
AUR62027757	110706486	AT2G33180	ortholog_one2many
AUR62013251	110682574	AT4G34160	ortholog_one2one
AUR62031795	110731841	AT2G42780	ortholog_one2many
AUR62008617	110727754	AT2G47770	ortholog_one2many
AUR62029234	110693137	AT3G20680	ortholog_one2one
AUR62006805	110701231	AT1G56720	ortholog_many2many
AUR62006805	110701231	AT1G09440	ortholog_many2many
AUR62031773	110731817	AT3G44850	ortholog_many2many
AUR62031773	110731817	AT5G22840	ortholog_many2many
AUR62031773	110699642	AT3G44850	ortholog_many2many
AUR62031773	110699642	AT5G22840	ortholog_many2many
AUR62022852	110693986	AT1G53540	ortholog_many2many
AUR62022852	110693986	AT3G46230	ortholog_many2many
AUR62022852	110693986	AT5G59720	ortholog_many2many
AUR62007723	110685948	AT1G21660	ortholog_one2many
AUR62042941	110716241	AT3G54040	ortholog_one2one
AUR62021168	110729644	AT1G52340	ortholog_one2one
AUR62003557	110681969	AT1G09570	ortholog_one2one
AUR62022611	110731579	AT1G01510	ortholog_one2many
AUR62004166	110714247	AT1G51270	ortholog_many2many
AUR62004166	110714247	AT2G23830	ortholog_many2many
